,recon
0,-0.16049382716049382
1,1.053191489361702
2,0.718562874251497
3,0.12087912087912088
4,0.60625
5,0.4166666666666667
6,0.37349397590361444
7,-0.5581395348837209
8,-0.5389221556886228
9,0.17687074829931973
10,0.2891566265060241
11,0.718562874251497
12,-0.34523809523809523
13,0.5402298850574713
14,-0.21084337349397592
15,-0.19161676646706588
16,0.24074074074074073
17,0.3956043956043956
18,-0.24705882352941178
19,0.047058823529411764
20,1.2926829268292683
21,-0.23780487804878048
22,-0.26744186046511625
23,0.49404761904761907
24,-0.20987654320987653
25,0.31868131868131866
26,-0.367816091954023
27,0.4431818181818182
28,0.375
29,-0.375
30,-0.5476190476190477
31,0.6707317073170732
32,0.1375
33,0.8023952095808383
34,-0.056179775280898875
35,-0.14545454545454545
36,0.24096385542168675
37,-0.38823529411764707
38,0.4382716049382716
39,-0.13095238095238096
40,-0.043209876543209874
41,0.5802469135802469
42,-0.22093023255813954
43,0.23952095808383234
44,0.6329113924050633
45,-0.058823529411764705
46,1.2229299363057324
47,0.6777777777777778
48,0.8143712574850299
49,-0.3103448275862069
50,-0.8125
51,-0.7058823529411765
52,-0.5
53,-0.7222222222222222
54,0.7777777777777778
55,-1.0714285714285714
56,0.11764705882352941
57,1.125
58,-0.875
59,1.1666666666666667
60,-0.9285714285714286
61,-0.6470588235294118
62,0.625
63,0.14285714285714285
64,1.05
65,0.5
66,1.5
67,0.6923076923076923
68,-0.42857142857142855
69,-0.5833333333333334
70,-0.8571428571428571
71,0.875
72,0.16666666666666666
73,-0.9285714285714286
74,0.625
75,-1.25
76,-1.0
77,0.14285714285714285
78,-0.9285714285714286
79,-0.3333333333333333
80,-0.1
81,0.6666666666666666
82,0.6666666666666666
83,-0.7058823529411765
84,-0.8
85,0.4375
86,0.2857142857142857
87,-0.9285714285714286
88,0.5
89,-0.3333333333333333
90,2.3333333333333335
91,-0.7142857142857143
92,0.2727272727272727
93,-0.4
94,-0.5
95,-0.875
96,1.0
97,-0.38461538461538464
98,-0.2727272727272727
99,1.0
