c1,c2,acc,s1,s2,nq_mean
0.8400000000000001,0.8400000000000001,0.5516157785409515,0.3850700839301372,0.4268819104566085,26
0.9400000000000002,0.8400000000000001,0.563403238210662,0.23857872470706096,0.4569419334347162,45
0.8900000000000001,0.8900000000000001,0.5879005928968515,0.39115827226653993,0.3887701877839225,55
0.8900000000000001,0.8400000000000001,0.6242292158620472,0.48062922460024726,0.5132367134008334,58
0.8900000000000001,0.8900000000000001,0.6794908105978321,0.5663012748479925,0.5441377056324217,58
0.9000000000000001,0.8900000000000001,0.7274063909209145,0.6188671183543915,0.6618676072997632,58
0.9000000000000001,0.9000000000000001,0.7828084408300466,0.7359308716492096,0.761428280002331,58
0.9400000000000002,0.9000000000000001,0.8094653139418048,0.711181467181467,0.8077845117845114,58
0.9400000000000002,0.9400000000000002,0.8338533053675699,0.76713334746661,0.7605794575055524,58
0.9400000000000002,0.9400000000000002,0.8662968202461598,0.8531660454954375,0.8260369707811566,58
0.9500000000000002,0.9400000000000002,0.878369263268804,0.8199142857142846,0.8918758382302108,58
0.9500000000000002,0.9500000000000002,0.8853640696167435,0.8460426568726283,0.8705581800737975,58
0.8900000000000001,0.8400000000000001,0.5463826402073954,0.29195456414473664,0.4235431959766781,32
0.79,0.8900000000000001,0.5567764291200781,0.4857241379310344,0.3387903634656589,51
0.8400000000000001,0.8400000000000001,0.5882446956423022,0.4801889338731443,0.46484583551902997,53
0.8900000000000001,0.8400000000000001,0.6546635660086182,0.4922161458333331,0.6173463225488568,58
0.9400000000000002,0.79,0.6838788948239248,0.4590779273765807,0.7592842224103116,58
0.9400000000000002,0.8900000000000001,0.7461701788766074,0.6126361271918782,0.6610035410559311,58
0.9400000000000002,0.8900000000000001,0.778550871198811,0.586699827394272,0.8174622561492789,58
0.9400000000000002,0.9000000000000001,0.8305449225252326,0.752352547528517,0.8657692307692303,58
0.9400000000000002,0.9400000000000002,0.854395554550559,0.8038153905363736,0.8185136268343813,58
0.9400000000000002,0.9400000000000002,0.8655453406319027,0.8525742212478303,0.8228297700685757,58
0.9400000000000002,0.9400000000000002,0.8724680569694533,0.8723151527270908,0.8377985739750443,58
0.9500000000000002,0.9500000000000002,0.8898743042271976,0.8799615769277856,0.8586172105568126,58
0.79,0.8500000000000001,0.5358459945681453,0.4256620393672515,0.3919105197899728,26
0.8800000000000001,0.8900000000000001,0.5625797530320064,0.3910720172576105,0.3160136388338404,46
0.79,0.8900000000000001,0.5902200027721133,0.551937201021925,0.3942872480956125,55
0.8500000000000001,0.8400000000000001,0.627863694201589,0.5325949873789698,0.5467262285872969,58
0.8500000000000001,0.8500000000000001,0.6634665547759322,0.6052458350882838,0.5973388314025756,58
0.8900000000000001,0.8900000000000001,0.7307516275744759,0.6406610001213281,0.6750604395604393,58
0.9400000000000002,0.9400000000000002,0.7706543911129271,0.6121827280526162,0.6554633583761694,58
0.9400000000000002,0.9400000000000002,0.8200960226067966,0.7284572806357982,0.7396233267921897,58
0.9400000000000002,0.9400000000000002,0.8557751754836087,0.8152781144351596,0.813291828793774,58
0.9400000000000002,0.9500000000000002,0.8738476845078764,0.8528468049792529,0.8346393416959728,58
0.9500000000000002,0.9400000000000002,0.8758993703039838,0.8376380781320147,0.8613169976365759,58
0.9500000000000002,0.9500000000000002,0.8841764635507781,0.8586185459066806,0.8514005647876604,58
0.75,0.8900000000000001,0.5385304073613797,0.4918349214130335,0.33034544124363246,34
0.79,0.8400000000000001,0.5570462542561314,0.4637780829546076,0.4489966861752871,45
0.8400000000000001,0.8900000000000001,0.5906063635810002,0.44183241832418313,0.4279819437068506,56
0.8900000000000001,0.8400000000000001,0.6197362560414416,0.40416631230805555,0.572372698824861,58
0.8900000000000001,0.8900000000000001,0.6892719517445847,0.5968293123534528,0.5506751525070671,58
0.9000000000000001,0.9000000000000001,0.7356210643151062,0.6397073489995634,0.653167779591489,58
0.9400000000000002,0.9000000000000001,0.7813621600818939,0.6916081424936384,0.7045506722015782,58
0.9400000000000002,0.9400000000000002,0.8288680016426504,0.7866632684584489,0.7174420224653874,58
0.9400000000000002,0.9400000000000002,0.8432241721902786,0.8008681366191092,0.7684408112111197,58
0.9400000000000002,0.9400000000000002,0.8678288910482872,0.8503305836000984,0.8368531289910598,58
0.9500000000000002,0.9500000000000002,0.8831378210494155,0.8467640247040649,0.8584570106559721,58
0.9500000000000002,0.9400000000000002,0.8811653662093417,0.855818430203675,0.8696864261013109,58
0.8400000000000001,0.8400000000000001,0.5370273786467475,0.3595119671082918,0.4005186551283869,32
0.8500000000000001,0.8200000000000001,0.5551777213989326,0.39640549342775977,0.4445626361420846,51
0.9000000000000001,0.8400000000000001,0.5974907912503897,0.36392114542801535,0.5147816618320615,57
0.8900000000000001,0.8900000000000001,0.6420433142659308,0.4909714570337426,0.4803315986780445,58
0.8500000000000001,0.8900000000000001,0.682669643228895,0.6516170149347388,0.5451612682793493,58
0.8900000000000001,0.9000000000000001,0.7317672239925297,0.6565378879424678,0.6409827295298973,58
0.9400000000000002,0.8900000000000001,0.7812378843831138,0.7099890130012815,0.7085909090909088,58
0.9400000000000002,0.9400000000000002,0.8167644304495302,0.6990892307692305,0.7554280369718307,58
0.9400000000000002,0.9400000000000002,0.8395566558550336,0.7747925204918029,0.7786744652406414,58
0.9500000000000002,0.9400000000000002,0.8677235736025353,0.8062977660199871,0.8526598663803386,58
0.9400000000000002,0.9400000000000002,0.8654458487816462,0.8430801687763712,0.832296272744615,58
0.9400000000000002,0.9400000000000002,0.8790918154390415,0.8788436867408905,0.8662516993590987,58
