,fpr,tpr
0,0.0,0.0
1,0.0,0.03333333333333333
2,0.0,0.13333333333333333
3,0.0,0.15
4,0.0,0.25
5,0.0,0.26666666666666666
6,0.0,0.31666666666666665
7,0.0,0.5833333333333334
8,0.2,0.8
9,0.2,0.8666666666666667
10,0.4,0.8833333333333333
11,0.4,0.9166666666666666
12,0.4,0.95
13,0.8,1.0
14,1.0,1.0
