0.315576 0.391891 0.468206
0.341209 0.407311 0.473414
0.364051 0.422179 0.480307
0.376574 0.435465 0.494356
0.407643 0.471057 0.534471
0.447338 0.506894 0.566449
0.462007 0.521417 0.580827
0.495537 0.555949 0.61636
0.511316 0.574235 0.637154
0.54866 0.614667 0.680674
0.583653 0.645324 0.706996
0.594885 0.65587 0.716856
0.625836 0.68278 0.739723
0.660716 0.713867 0.767019
0.645913 0.706204 0.766495
0.697081 0.753028 0.808976
0.712557 0.762732 0.812908
0.712662 0.754997 0.797332
0.727983 0.765373 0.802763
0.742771 0.77566 0.808549
0.76443 0.795273 0.826117
0.762676 0.796412 0.830148
0.768573 0.80017 0.831766
0.789439 0.821105 0.85277
0.788858 0.819716 0.850574
0.807444 0.838293 0.869142
0.812818 0.842592 0.872365
0.814881 0.844787 0.874693
0.825724 0.854686 0.883649
0.838326 0.86481 0.891293
0.847833 0.875848 0.903863
0.864942 0.892588 0.920234
0.865727 0.890202 0.914677
0.868515 0.893488 0.918461
0.875128 0.90145 0.927772
0.872487 0.899035 0.925583
0.893947 0.916291 0.938636
0.896422 0.918958 0.941493
0.901916 0.920772 0.939628
0.91484 0.932194 0.949548
0.907984 0.925488 0.942993
0.921704 0.935809 0.949914
0.927609 0.941911 0.956212
0.93082 0.943773 0.956725
0.935663 0.948277 0.960891
0.941319 0.953851 0.966383
0.946542 0.958633 0.970724
0.950231 0.961723 0.973215
0.94863 0.959821 0.971012
0.953957 0.964625 0.975292
0.958374 0.966876 0.975377
0.956322 0.965463 0.974605
0.961909 0.970386 0.978862
0.964893 0.972221 0.979549
0.967224 0.974405 0.981586
0.969916 0.976819 0.983721
0.970791 0.977441 0.984092
0.972025 0.978984 0.985943
0.975789 0.981907 0.988025
0.976496 0.982244 0.987993
0.973769 0.980617 0.987465
0.979967 0.985349 0.990732
0.979381 0.984835 0.990289
0.978428 0.984253 0.990078
0.981104 0.986023 0.990942
0.980089 0.985635 0.991182
0.983933 0.988621 0.993309
0.982415 0.987652 0.992888
0.984359 0.989369 0.994379
0.987122 0.990825 0.994528
0.988579 0.991932 0.995284
0.988131 0.991557 0.994982
0.990264 0.992913 0.995562
0.991562 0.993807 0.996052
0.992037 0.994374 0.996712
0.992749 0.994637 0.996525
0.993737 0.99539 0.997043
0.994587 0.996022 0.997456
0.994804 0.996146 0.997487
0.995625 0.996741 0.997857
0.99541 0.996644 0.997877
0.995932 0.997057 0.998181
0.995705 0.997102 0.998499
0.996159 0.997508 0.998858
0.996104 0.997348 0.998592
0.995983 0.997231 0.998479
0.996215 0.997359 0.998503
0.996604 0.997734 0.998863
0.996526 0.997619 0.998713
0.996427 0.9975 0.998573
0.996505 0.997558 0.998612
0.996618 0.997655 0.998691
0.996758 0.997769 0.998781
0.996636 0.997673 0.998711
0.996948 0.997926 0.998905
0.997723 0.998458 0.999193
0.998148 0.998725 0.999302
0.998839 0.99921 0.99958
0.999412 0.999602 0.999793
