,auc,num,numt
0,0.6611453518233178,22.0,4.19047619047619
1,0.6633209310374665,22.0,4.19047619047619
2,0.6275984077841663,21.0,4.0
3,0.6266154913695897,21.0,4.0
4,0.6271164589600344,24.0,4.571428571428571
5,0.6764731331660465,23.0,4.3809523809523805
6,0.6616809116809117,21.0,4.0
7,0.5332767554046811,22.0,4.19047619047619
8,0.617209757834758,21.0,4.0
9,0.5775239299259529,22.0,4.19047619047619
10,0.6317550069060773,28.0,5.333333333333333
11,0.6176807760141094,27.0,5.142857142857142
12,0.6550384134357692,25.0,4.761904761904762
13,0.6235614778921865,17.0,3.238095238095238
14,0.6019015452947164,24.0,4.571428571428571
15,0.6395008304921759,25.0,4.761904761904762
16,0.5861313228719207,23.0,4.3809523809523805
17,0.656195652173913,26.0,4.9523809523809526
18,0.6429876656007311,27.0,5.142857142857142
19,0.6677459473368214,25.0,4.761904761904762
20,0.5686081829551545,21.0,4.0
21,0.6310847153742717,24.0,4.571428571428571
22,0.6208695652173913,22.0,4.19047619047619
23,0.6868545227920227,25.0,4.761904761904762
24,0.6410478988603988,21.0,4.0
25,0.6258903133903134,23.0,4.3809523809523805
26,0.5941985388912763,25.0,4.761904761904762
27,0.6691919191919192,26.0,4.9523809523809526
28,0.6520947176684881,22.0,4.19047619047619
29,0.6401613626176602,23.0,4.3809523809523805
30,0.6012544802867384,25.0,4.761904761904762
31,0.5784244768770881,22.0,4.19047619047619
32,0.5936351411922904,21.0,4.0
33,0.6645261681423688,25.0,4.761904761904762
34,0.6198642293016239,24.0,4.571428571428571
35,0.6164529914529914,23.0,4.3809523809523805
36,0.6144911019549398,21.0,4.0
37,0.6284314610800071,25.0,4.761904761904762
38,0.6630605822187254,23.0,4.3809523809523805
39,0.6385419377222655,25.0,4.761904761904762
40,0.5923254985754984,23.0,4.3809523809523805
41,0.6064412973960712,21.0,4.0
42,0.607017620759183,29.0,5.523809523809524
43,0.6469996575928779,24.0,4.571428571428571
44,0.5920831490490933,26.0,4.9523809523809526
45,0.6290572232645404,25.0,4.761904761904762
46,0.6515519568151147,22.0,4.19047619047619
47,0.6396683101748095,26.0,4.9523809523809526
48,0.651924257035154,23.0,4.3809523809523805
49,0.6131172839506173,25.0,4.761904761904762
50,0.660405891119488,18.0,3.4285714285714284
51,0.6034918803798031,23.0,4.3809523809523805
52,0.6103243490178163,25.0,4.761904761904762
53,0.5974404350828729,26.0,4.9523809523809526
54,0.6079560735096369,26.0,4.9523809523809526
55,0.5853595223673964,26.0,4.9523809523809526
56,0.6550217391304347,24.0,4.571428571428571
57,0.6049956933677864,21.0,4.0
58,0.5828029642545772,21.0,4.0
