c1,c2,acc,s1,s2,nq_mean
0.9900000000000002,0.9400000000000002,0.8851012412355673,0.7681477732793518,0.8752017543859647,36
0.9000000000000001,0.9400000000000002,0.874277716852746,0.9215277777777774,0.8499840510366823,40
0.9000000000000001,0.9500000000000002,0.8933550375753498,0.9821052631578944,0.8527777777777749,42
0.9900000000000002,0.9500000000000002,0.9182835078510028,0.863509615384615,0.8919050802139026,45
0.9400000000000002,0.9400000000000002,0.9000720802284513,0.9494117647058822,0.8470383194829173,49
0.9400000000000002,0.9500000000000002,0.9218919091240115,0.9786667302313754,0.9263157894736828,47
0.9400000000000002,0.9400000000000002,0.8308442407808969,0.7406666666666665,0.7595454545454543,31
0.9400000000000002,0.9900000000000002,0.8423399597028964,0.8093333333333331,0.5810485749947989,32
0.9500000000000002,0.9500000000000002,0.8966932710571002,0.8359890109890102,0.9234848484848466,39
0.9400000000000002,0.9400000000000002,0.9044113321090707,0.9119883040935669,0.9392499999999999,48
0.9400000000000002,0.9400000000000002,0.9125861771245938,0.9454022682970049,0.9544019138755979,45
0.9400000000000002,0.9500000000000002,0.9064762458866337,1.0,0.7630952380952365,45
0.8900000000000001,0.9500000000000002,0.8461980053487729,0.9133088235294116,0.6681283422459884,36
0.9400000000000002,0.9500000000000002,0.8826359913483288,0.9384722222222222,0.7056060606060599,42
0.9500000000000002,0.9400000000000002,0.8840525068940223,0.9306249999999996,0.7347133458646612,42
0.9500000000000002,0.9500000000000002,0.9155307644758743,0.9789473684210512,0.8295454545454537,47
0.9400000000000002,0.9700000000000002,0.9149232203540132,0.929442724458204,0.8532828282828274,48
0.9900000000000002,0.9400000000000002,0.9316697732421549,0.8905681818181815,0.979178947368421,49
0.9400000000000002,0.9500000000000002,0.8791926672930273,0.8837499999999998,0.7735380116959056,38
0.9400000000000002,0.9400000000000002,0.8976668330062694,0.94444976076555,0.837258373205741,39
0.9500000000000002,0.9000000000000001,0.866565952457394,0.9312499999999996,0.7752449005288335,38
0.9400000000000002,0.9500000000000002,0.9156137016200934,0.9385714285714284,0.9371148459383742,44
0.9900000000000002,0.9900000000000002,0.9566971239256735,1.0,0.7618421052631573,45
0.9500000000000002,0.9900000000000002,0.9549834829338222,0.9924999999999995,0.9171636363636362,46
0.9400000000000002,0.9500000000000002,0.890235801140155,0.9289458020050124,0.7696874999999981,44
0.9400000000000002,0.9900000000000002,0.9264869961231648,1.0,0.7257348484848481,41
0.9900000000000002,0.9500000000000002,0.8992242320193313,0.8289772727272725,0.8333333333333327,44
0.9500000000000002,0.9500000000000002,0.925211203923246,0.9884615384615377,0.89236111111111,49
0.9400000000000002,0.9700000000000002,0.9144685276306455,0.9588380566801619,0.8011666666666658,48
0.9400000000000002,0.9500000000000002,0.9247618878059698,1.0,0.9174999999999968,55
0.8400000000000001,0.9500000000000002,0.8205063722573394,0.9326315789473684,0.6177124183006519,32
0.9000000000000001,0.9400000000000002,0.8472821477961483,0.887301587301587,0.7244491228070169,35
0.9400000000000002,0.9500000000000002,0.909932983934985,0.9338461538461537,0.8997442455242958,46
0.9400000000000002,0.9500000000000002,0.8983037749732927,0.9093992721742434,0.8548211898395706,41
0.9400000000000002,0.9600000000000002,0.9261764085830142,1.0,0.8705050505050494,50
0.9500000000000002,0.9900000000000002,0.9296001022463247,0.9897368421052625,0.7317647058823524,50
0.9000000000000001,0.9500000000000002,0.8422688753424193,0.9851359167148639,0.4901190476190469,39
0.9500000000000002,0.9500000000000002,0.8973049513555906,0.9846153846153836,0.6906249999999992,44
0.9900000000000002,0.9900000000000002,0.9176752845646785,0.816833333333333,0.8279999999999994,45
0.9500000000000002,0.9400000000000002,0.9156662350811066,0.9290865384615379,0.9609090909090908,49
0.9400000000000002,0.9500000000000002,0.9101129943502826,1.0,0.7910526315789461,47
0.9400000000000002,0.9900000000000002,0.9421007547180942,0.9806015037593985,0.8754278074866307,39
0.9500000000000002,0.8400000000000001,0.8127639142473041,0.7443181818181814,0.9177192982456139,34
0.9400000000000002,0.9500000000000002,0.9210582518878683,1.0,0.8828571428571415,43
0.9500000000000002,0.9500000000000002,0.9143367024951037,0.9379679144385022,0.8874928229665061,43
0.9400000000000002,0.9900000000000002,0.9177663586905493,1.0,0.6670700280112041,46
0.9500000000000002,0.9900000000000002,0.9465619553121325,0.9452631578947363,0.9290510233918127,49
0.9500000000000002,0.9500000000000002,0.9266352400634954,0.9882352941176462,0.9052218614718583,51
0.9000000000000001,0.9500000000000002,0.8283530743212725,0.8901813356921714,0.578072916666666,34
0.9800000000000002,0.9500000000000002,0.9124342920612467,0.9379999999999996,0.7718944099378864,34
0.9400000000000002,0.9900000000000002,0.9187539961142623,0.9494117647058822,0.7634259259259256,41
0.9500000000000002,0.9900000000000002,0.9336389132637344,0.9312499999999996,0.8594999999999998,40
0.9400000000000002,0.9900000000000002,0.9165831528553,1.0,0.6593567251461983,43
0.9400000000000002,0.9900000000000002,0.9154003661171035,0.9651821862348178,0.7143749999999994,47
0.9400000000000002,0.9400000000000002,0.8169340896694945,0.8212893446852424,0.5687777777777775,29
0.9500000000000002,0.9900000000000002,0.9142666705054185,0.8466783216783209,0.8726774891774891,38
0.9400000000000002,0.9400000000000002,0.8990669445300369,0.920877192982456,0.8851315789473682,43
0.9000000000000001,0.9500000000000002,0.8644694878132043,0.8489309210526313,0.8570374800637951,43
0.9400000000000002,0.9500000000000002,0.9172847024691173,0.9533223684210524,0.9273809523809491,47
0.9500000000000002,0.9900000000000002,0.9487732612408539,0.9415123456790118,0.9522379862700228,47
0.9400000000000002,0.9100000000000001,0.8550082253130098,0.8581192082771029,0.8062280701754381,35
0.8900000000000001,0.9900000000000002,0.8450601079711324,0.9776491228070175,0.41174679487179433,32
0.9400000000000002,0.9500000000000002,0.9097006671236236,0.9445526315789472,0.8807644110275674,48
0.9500000000000002,0.9500000000000002,0.928071250931813,0.9863636363636354,0.9212009803921555,44
0.9800000000000002,0.9500000000000002,0.9199257503406568,0.8895384615384612,0.8949999999999991,45
0.9400000000000002,0.9500000000000002,0.924192411187239,1.0,0.9120192307692276,48
0.8900000000000001,0.9500000000000002,0.8374455735489793,0.8219590643274852,0.765320910973084,35
0.9900000000000002,0.9500000000000002,0.8976105954148984,0.7997619047619045,0.8669642857142852,40
0.9500000000000002,0.9500000000000002,0.8964584044007157,0.8794444444444438,0.8566240298202601,42
0.9500000000000002,0.9900000000000002,0.9269272577708862,0.9312499999999996,0.8149999999999995,46
0.9400000000000002,0.9500000000000002,0.9235862003541613,1.0,0.9062499999999968,51
0.9900000000000002,0.9400000000000002,0.9236921240191375,0.8665610859728502,0.9592631578947367,47
0.9900000000000002,0.9500000000000002,0.8324540105363283,0.828907828282828,0.5019188596491222,36
0.9400000000000002,0.9500000000000002,0.8806618567926107,0.9498872180451126,0.6741334033613436,41
0.9400000000000002,0.9500000000000002,0.8953212887535241,0.938561769005848,0.7875657894736833,48
0.9400000000000002,0.9900000000000002,0.9318849299173482,0.9607719298245613,0.8330342902711321,49
0.9900000000000002,0.9400000000000002,0.9308914852289003,0.9006149732620317,0.9590476190476188,50
0.9900000000000002,0.9400000000000002,0.9327096091326988,0.9234608585858582,0.9382775119617223,48
0.9400000000000002,0.9900000000000002,0.8899239742863438,0.9516507177033491,0.5857142857142851,36
0.8700000000000001,0.9900000000000002,0.8432332772266731,0.8929523809523808,0.6068404358164077,35
0.9500000000000002,0.9900000000000002,0.8948813138710863,0.8656249999999994,0.7331325757575753,44
0.9400000000000002,0.9900000000000002,0.9071539816075609,1.0,0.5996681922196788,42
0.9400000000000002,0.9500000000000002,0.9249883941941417,1.0,0.9196969696969665,47
0.9900000000000002,0.9400000000000002,0.9192636744201612,0.8408754208754204,0.9672437673130192,48
0.9400000000000002,0.9500000000000002,0.8848364795792607,0.9275443994601889,0.7374999999999992,36
0.9400000000000002,0.9900000000000002,0.8933732959025438,0.9316457950431634,0.6404629629629623,33
0.9500000000000002,0.9000000000000001,0.8777074496424594,0.9289734162895922,0.8581339712918652,44
0.9500000000000002,0.9400000000000002,0.9126394203995689,0.9388095238095233,0.9212814645308921,42
0.9500000000000002,0.9500000000000002,0.9261670478192439,0.9924038461538456,0.8941176470588204,48
0.9400000000000002,0.9900000000000002,0.9394797745371248,1.0,0.8206501547987609,48
0.9900000000000002,0.9500000000000002,0.8879931134055907,0.8397860962566841,0.7569711538461532,35
0.9400000000000002,0.9500000000000002,0.8855171426131919,0.9189219829877722,0.7559027777777771,38
0.9400000000000002,0.9400000000000002,0.8873350891494536,0.8562702429149796,0.9030988835725676,40
0.9400000000000002,0.9500000000000002,0.8928270787760026,0.9603947368421052,0.7344345238095227,42
0.9400000000000002,0.9900000000000002,0.9217388988761404,0.9478333333333332,0.7856617647058819,40
0.9500000000000002,0.9500000000000002,0.9234795649128458,0.9578409090909086,0.9277777777777746,46
0.8900000000000001,0.9900000000000002,0.8429880175339355,0.8982105263157892,0.5467023809523806,23
0.9400000000000002,0.9500000000000002,0.8902723899030212,0.8823529411764706,0.8442857142857134,42
0.9400000000000002,0.9900000000000002,0.8537676466795303,0.8904411027568921,0.5013235294117641,36
0.9400000000000002,0.9500000000000002,0.9115614619584366,0.9385714285714284,0.9047619047619015,46
0.9400000000000002,0.9400000000000002,0.9121644445446222,0.9414765420338176,0.9568971291866027,50
0.9400000000000002,0.9500000000000002,0.92800744109136,1.0,0.9499999999999966,51
0.9900000000000002,0.9200000000000002,0.8320609825753527,0.6514962121212118,0.8301169590643271,34
