c1,c2,acc,s1,s2,nq_mean,nq_std
0.8400000000000001,0.8400000000000001,0.5224654343866897,0.330999224599986,0.37799588155933966,25.235294117647058,18.089741687632234
0.8900000000000001,0.74,0.5345839986492805,0.3083280827327641,0.5210640422203682,24.94871794871795,15.281879193661945
0.8900000000000001,0.8900000000000001,0.5781502802739076,0.3683376736111109,0.37829071570422623,27.979591836734695,16.895223085201003
0.9000000000000001,0.79,0.6000006685296876,0.3278437310720773,0.6395773310667093,28.90740740740741,16.502826378037454
0.9000000000000001,0.8600000000000001,0.6369155653666401,0.38811601435291915,0.5992127007204698,28.280701754385966,16.804087207461222
0.9400000000000002,0.8400000000000001,0.7021341209214625,0.4911087915104252,0.7054602384005358,28.5,16.740669042783207
0.9000000000000001,0.8900000000000001,0.7543195364726074,0.7008274186305891,0.6925802303736381,28.5,16.740669042783207
0.9400000000000002,0.9000000000000001,0.7764394431200787,0.6351598720828041,0.7402534894914163,28.5,16.740669042783207
0.9400000000000002,0.9400000000000002,0.8235576369381981,0.7061419708968234,0.7776193224648684,28.5,16.740669042783207
0.9400000000000002,0.9400000000000002,0.8331510347997864,0.7355712273352122,0.7899999999999997,28.5,16.740669042783207
0.9400000000000002,0.9400000000000002,0.852977482260975,0.8256779514863387,0.7887853370611987,28.5,16.740669042783207
0.9400000000000002,0.9400000000000002,0.8784789390726087,0.8542756410256408,0.8884852374839537,28.5,16.740669042783207
0.9400000000000002,0.9400000000000002,0.8738997189658724,0.847728245065986,0.871012608663838,28.5,16.740669042783207
0.8400000000000001,0.9400000000000002,0.5333038863399575,0.342201907971321,0.2511000341151762,24.82758620689655,18.713942737816968
0.8900000000000001,0.8900000000000001,0.5723462919637525,0.35585112205801844,0.37103728786186835,30.046511627906977,17.62259845208286
0.8400000000000001,0.8400000000000001,0.5969029546772393,0.4642295265622548,0.5143719422340111,29.571428571428573,16.929626248029198
0.8500000000000001,0.8500000000000001,0.6260611432656442,0.5606351455614685,0.49149093067341454,28.375,16.71778618717203
0.8900000000000001,0.8400000000000001,0.6613741579979802,0.5082760294117645,0.6276242703950047,28.736842105263158,16.790271113439132
0.9000000000000001,0.8900000000000001,0.701546143914856,0.572078845763056,0.6053344934809496,28.5,16.740669042783207
0.9000000000000001,0.9000000000000001,0.7704805759500264,0.6931592443042822,0.7487234201667325,28.5,16.740669042783207
0.9400000000000002,0.9000000000000001,0.804378385266705,0.7009561290322577,0.7950799726589197,28.5,16.740669042783207
0.9400000000000002,0.9400000000000002,0.8347116779416308,0.7911858371046763,0.7392226642296524,28.5,16.740669042783207
0.9400000000000002,0.9400000000000002,0.8585996559351241,0.8150725085057408,0.8273205741626792,28.5,16.740669042783207
0.9400000000000002,0.9400000000000002,0.8768502171833751,0.857641791044776,0.8763234558074945,28.5,16.740669042783207
0.9500000000000002,0.9400000000000002,0.8736894187888214,0.8178369341563777,0.8703982414711058,28.5,16.740669042783207
0.9500000000000002,0.9500000000000002,0.884509933486854,0.8550986234294151,0.8567844119326904,28.5,16.740669042783207
0.8900000000000001,0.8400000000000001,0.5404780094360322,0.2819861434324757,0.41323192193528363,25.606060606060606,16.27591526810424
0.8400000000000001,0.8400000000000001,0.5480120312486073,0.3806748965013586,0.4183297404350035,27.347826086956523,17.280571386618416
0.8500000000000001,0.8400000000000001,0.5931234705476789,0.4532949308755759,0.4937066695908559,28.754716981132077,17.337826092078142
0.8900000000000001,0.8500000000000001,0.6360122570143512,0.47092990354603914,0.5493163378086375,28.5,16.740669042783207
0.9000000000000001,0.8500000000000001,0.6813522960033982,0.5726823529411762,0.6037827471036424,28.5,16.740669042783207
0.8900000000000001,0.9000000000000001,0.725977660939921,0.6292867647058822,0.6451626594018257,28.5,16.740669042783207
0.9400000000000002,0.8900000000000001,0.7708202456665154,0.6154438272158045,0.7580959148346536,28.5,16.740669042783207
0.9400000000000002,0.9000000000000001,0.8138675646740093,0.6963311182213467,0.8421526586620923,28.5,16.740669042783207
0.9400000000000002,0.9400000000000002,0.8641973114053041,0.8496574522935599,0.8190614314349721,28.5,16.740669042783207
0.9500000000000002,0.9400000000000002,0.866106000219111,0.8097235902487059,0.8412788331071911,28.5,16.740669042783207
0.9500000000000002,0.9400000000000002,0.875539978572058,0.8405820105820094,0.8564688982869864,28.5,16.740669042783207
0.9400000000000002,0.9500000000000002,0.8791443105374648,0.8796290571355281,0.8335603267548604,28.5,16.740669042783207
0.9400000000000002,0.9500000000000002,0.8866482034277163,0.8922207985024634,0.8601923076923068,28.5,16.740669042783207
0.8900000000000001,0.8900000000000001,0.5318977000159508,0.29428856855987623,0.29652768284347214,27.31578947368421,17.654737344195205
0.8900000000000001,0.8400000000000001,0.5603006634134735,0.3167756166982921,0.4469269534902473,28.471698113207548,16.813745245836312
0.8900000000000001,0.8400000000000001,0.5990969126028083,0.37778880695783684,0.5234378132360503,29.107142857142858,16.642972102607253
0.8400000000000001,0.8900000000000001,0.6535427723760134,0.5670188566297515,0.536575171134196,28.5,16.740669042783207
0.8900000000000001,0.8900000000000001,0.6891413732022968,0.5711350505536831,0.576930151614549,28.5,16.740669042783207
0.9000000000000001,0.9400000000000002,0.7409289709358595,0.635314665772412,0.595013368983957,28.5,16.740669042783207
0.9400000000000002,0.9000000000000001,0.7910836330006084,0.6906685641198625,0.7470880847858271,28.5,16.740669042783207
0.9400000000000002,0.9400000000000002,0.8437438817019016,0.7628352490421454,0.8103579862368705,28.5,16.740669042783207
0.9400000000000002,0.9400000000000002,0.8546144007837002,0.8258770741372025,0.7965332027028972,28.5,16.740669042783207
0.9400000000000002,0.9400000000000002,0.8677270433615761,0.8366597215931392,0.8505857142857141,28.5,16.740669042783207
