c1,c2,acc,s1,s2,nq_mean,nq_std,maxdepth,nest,run
0.9400000000000002,0.9500000000000002,0.8404666433732257,0.7855555555555553,0.7141414141414135,15.974576271186441,1.9548369579886449,5,3,0
0.9000000000000001,0.9900000000000002,0.8679180683173289,0.9874999999999997,0.49768421052631523,17.0,1.9222162350363416,6,3,0
0.9500000000000002,0.9900000000000002,0.9393091417758919,0.9906249999999994,0.7978156565656561,19.906779661016948,3.677663425802398,7,3,0
0.9500000000000002,0.9900000000000002,0.9282130248958638,0.9175480769230766,0.8459999999999998,20.466101694915253,3.747727454658877,8,3,0
0.9900000000000002,0.9400000000000002,0.926387867219612,0.8793333333333331,0.9588516746411482,21.93220338983051,4.791816494249836,9,3,0
0.9500000000000002,0.9900000000000002,0.9533148984783761,0.9923076923076918,0.9033712121212117,22.822033898305083,4.533549804442362,10,3,0
0.9900000000000002,0.9900000000000002,0.9445963335738781,0.8881944444444442,0.8689999999999996,24.43220338983051,5.076497547370932,11,3,0
0.9900000000000002,0.9900000000000002,0.9382491855626137,0.9305914673561732,0.7635791925465836,25.38135593220339,5.895875449328135,12,3,0
0.9000000000000001,0.9900000000000002,0.8699272463690519,0.9819659442724454,0.5199999999999996,21.983050847457626,1.6923709717107276,5,4,0
0.9500000000000002,0.9500000000000002,0.887144591743382,0.8586274509803916,0.8312499999999987,23.194915254237287,2.975203951351938,6,4,0
0.9500000000000002,0.9700000000000002,0.9220225660783024,0.9878676470588228,0.7692885375494063,25.45762711864407,2.622083748279866,7,4,0
0.9500000000000002,0.9900000000000002,0.9332913640188363,0.9941176470588231,0.7490909090909086,26.838983050847457,4.329579654280953,8,4,0
0.9900000000000002,0.9900000000000002,0.9552096391544904,0.9336813186813187,0.8630576441102752,27.033898305084747,4.182149725756025,9,4,0
0.9900000000000002,0.9500000000000002,0.9349862093210868,0.9047058823529407,0.9383333333333324,29.559322033898304,5.461021157506612,10,4,0
0.9900000000000002,0.9900000000000002,0.9389358771301299,0.9108181818181816,0.7997260921912617,31.25423728813559,5.947776169916211,11,4,0
0.9900000000000002,0.9900000000000002,0.9651099962067295,0.9421428571428568,0.9158080808080806,29.56779661016949,6.010554013720609,12,4,0
0.9500000000000002,0.9500000000000002,0.8317614386489391,0.6831249999999998,0.799603174603174,24.47457627118644,2.1181694383609724,5,5,0
0.9900000000000002,0.9500000000000002,0.918159104405641,0.8412499999999998,0.9235659801678102,30.21186440677966,3.8242129907424918,6,5,0
0.9500000000000002,0.9900000000000002,0.9275132508471899,0.9153846153846149,0.8449999999999998,31.25423728813559,3.6433976522154317,7,5,0
0.9900000000000002,0.9900000000000002,0.9452230425477137,0.9041812865497074,0.8477272727272724,32.610169491525426,5.3836442485551945,8,5,0
0.9900000000000002,0.9900000000000002,0.9541887822131139,0.8913690476190472,0.9229999999999998,31.796610169491526,4.565083625635912,9,5,0
0.9500000000000002,0.9900000000000002,0.9572589150189132,0.9928571428571424,0.9363508771929824,33.07627118644068,4.993481818553125,10,5,0
0.9900000000000002,0.9900000000000002,0.9529201240319205,0.8866666666666664,0.9222321428571425,33.33898305084746,4.608798400302185,11,5,0
0.9900000000000002,0.9900000000000002,0.96493321463354,0.8868749999999997,1.0,33.33898305084746,5.446535734591971,12,5,0
0.9500000000000002,0.9500000000000002,0.8773461714825028,0.8271708683473386,0.8221014492753616,28.78813559322034,2.0660766673029825,5,6,0
0.9000000000000001,0.9500000000000002,0.8963664037575834,0.9799999999999995,0.8836363636363619,32.347457627118644,3.4601291213392784,6,6,0
0.9600000000000002,0.9900000000000002,0.9548078650016588,0.9679999999999995,0.9140548340548339,34.88135593220339,4.096649088543978,7,6,0
0.9900000000000002,0.9900000000000002,0.971691689255894,1.0,0.8679444444444441,37.1271186440678,4.509024115864652,8,6,0
0.9900000000000002,0.9800000000000002,0.961203707221058,1.0,0.8382608695652164,37.63559322033898,4.793472352112037,9,6,0
0.9700000000000002,0.9900000000000002,0.9538843384412947,0.949411764705882,0.8987499999999995,38.96610169491525,5.108869328938313,10,6,0
0.9900000000000002,0.9900000000000002,0.9651386426494575,1.0,0.8199999999999991,36.644067796610166,5.417369152806231,11,6,0
0.9900000000000002,0.9900000000000002,0.9617379160558301,0.9440714285714283,0.889545454545454,37.53389830508475,4.680797779659459,12,6,0
0.9500000000000002,0.9000000000000001,0.866561583537972,0.860833333333333,0.8813771929824556,32.36440677966102,2.7173805128247053,5,7,0
0.9500000000000002,0.9700000000000002,0.9312481134007433,0.984999999999999,0.842499999999999,35.66101694915254,3.805037559633439,6,7,0
0.9900000000000002,0.9900000000000002,0.9582059233786631,0.9421428571428568,0.8689999999999996,39.03389830508475,4.731667931436752,7,7,0
0.9900000000000002,0.9900000000000002,0.9629344932146573,0.9421428571428568,0.9007999999999997,39.36440677966102,5.164522479832942,8,7,0
0.9700000000000002,0.9500000000000002,0.922336513778096,0.8732857142857139,0.9694444444444426,42.45762711864407,4.92424659607189,9,7,0
0.9900000000000002,0.9900000000000002,0.954703500343077,0.8724107142857139,0.9549999999999997,43.74576271186441,4.978234730146832,10,7,0
0.9900000000000002,0.9900000000000002,0.9536319820203902,0.9090909090909091,0.8919999999999995,43.83898305084746,5.458581083064599,11,7,0
0.9900000000000002,0.9900000000000002,0.9604987554558471,0.9421428571428568,0.8842857142857137,43.228813559322035,6.491730093689021,12,7,0
0.9500000000000002,0.9900000000000002,0.9073781259396189,0.9275757575757573,0.7010526315789466,34.30508474576271,2.2568482394412346,5,8,0
0.9500000000000002,0.9800000000000002,0.9307385111212958,0.982142857142856,0.7965359477124174,40.21186440677966,4.297913752704011,6,8,0
0.9500000000000002,0.9900000000000002,0.938394771443911,0.927291666666666,0.8988235294117645,37.33898305084746,3.3804531312523896,7,8,0
