,fpr,tpr
0,0.0,0.0
1,0.0,0.012048192771084338
2,0.0,0.024096385542168676
3,0.0,0.03614457831325301
4,0.0,0.060240963855421686
5,0.0,0.07228915662650602
6,0.0,0.12048192771084337
7,0.0,0.14457831325301204
8,0.0,0.16265060240963855
9,0.0,0.1746987951807229
10,0.0,0.19879518072289157
11,0.0,0.21686746987951808
12,0.0,0.2289156626506024
13,0.0,0.25301204819277107
14,0.0,0.2710843373493976
15,0.0,0.29518072289156627
16,0.0,0.30120481927710846
17,0.0,0.3132530120481928
18,0.0,0.3313253012048193
19,0.0,0.3373493975903614
20,0.0,0.35542168674698793
21,0.0,0.37349397590361444
22,0.0,0.39156626506024095
23,0.0,0.41566265060240964
24,0.0,0.42771084337349397
25,0.0,0.4457831325301205
26,0.0,0.45180722891566266
27,0.0,0.4759036144578313
28,0.0,0.5060240963855421
29,0.0,0.5180722891566265
30,0.0,0.5240963855421686
31,0.03571428571428571,0.5240963855421686
32,0.03571428571428571,0.5301204819277109
33,0.03571428571428571,0.5542168674698795
34,0.03571428571428571,0.5903614457831325
35,0.03571428571428571,0.5963855421686747
36,0.03571428571428571,0.608433734939759
37,0.03571428571428571,0.6265060240963856
38,0.03571428571428571,0.6385542168674698
39,0.03571428571428571,0.6506024096385542
40,0.03571428571428571,0.6626506024096386
41,0.07142857142857142,0.6807228915662651
42,0.07142857142857142,0.6927710843373494
43,0.07142857142857142,0.7108433734939759
44,0.07142857142857142,0.7349397590361446
45,0.07142857142857142,0.7530120481927711
46,0.10714285714285714,0.7590361445783133
47,0.10714285714285714,0.7891566265060241
48,0.10714285714285714,0.8012048192771084
49,0.10714285714285714,0.8132530120481928
50,0.10714285714285714,0.8313253012048193
51,0.14285714285714285,0.8313253012048193
52,0.14285714285714285,0.8614457831325302
53,0.17857142857142858,0.8614457831325302
54,0.17857142857142858,0.8734939759036144
55,0.21428571428571427,0.8734939759036144
56,0.21428571428571427,0.8855421686746988
57,0.25,0.8855421686746988
58,0.25,0.9096385542168675
59,0.25,0.9216867469879518
60,0.25,0.9337349397590361
61,0.25,0.9457831325301205
62,0.35714285714285715,0.9457831325301205
63,0.35714285714285715,0.9759036144578314
64,0.42857142857142855,0.9759036144578314
65,0.42857142857142855,0.9819277108433735
66,0.5357142857142857,0.9819277108433735
67,0.5357142857142857,0.9879518072289156
68,0.5714285714285714,0.9879518072289156
69,0.5714285714285714,0.9939759036144579
70,0.7142857142857143,0.9939759036144579
71,1.0,1.0
