fpr,tpr
0.0,0.0
0.023255813953488372,0.3333333333333333
0.029069767441860465,0.4027777777777778
0.06395348837209303,0.5972222222222222
0.06395348837209303,0.6111111111111112
0.08139534883720931,0.6111111111111112
0.09302325581395349,0.6527777777777778
0.09302325581395349,0.6805555555555556
0.09883720930232558,0.6805555555555556
0.12209302325581395,0.7083333333333334
0.13372093023255813,0.7361111111111112
0.1569767441860465,0.7916666666666666
0.1569767441860465,0.8194444444444444
0.16279069767441862,0.8194444444444444
0.19767441860465115,0.8333333333333334
0.20930232558139536,0.8333333333333334
0.21511627906976744,0.8472222222222222
0.22093023255813954,0.8472222222222222
0.29651162790697677,0.875
0.29651162790697677,0.8888888888888888
0.3081395348837209,0.8888888888888888
0.3546511627906977,0.9166666666666666
0.38372093023255816,0.9305555555555556
0.3953488372093023,0.9305555555555556
0.45930232558139533,0.9305555555555556
0.47093023255813954,0.9305555555555556
0.47674418604651164,0.9305555555555556
0.9883720930232558,1.0
1.0,1.0
