,recon
0,0.13725490196078433
1,-0.043689320388349516
2,0.3
3,-0.5603864734299517
4,-0.8942307692307693
5,0.8476190476190476
6,-0.9411764705882353
7,-1.170731707317073
8,0.3592233009708738
9,1.2870813397129186
10,0.22439024390243903
11,0.052884615384615384
12,0.13526570048309178
13,-0.15789473684210525
14,0.9047619047619048
15,-1.0531400966183575
16,-0.4878048780487805
17,0.5933014354066986
18,1.0388349514563107
19,-0.400990099009901
20,1.1923076923076923
21,0.6201923076923077
22,0.9282296650717703
23,0.775609756097561
24,-0.40669856459330145
25,-0.6730769230769231
26,0.14903846153846154
27,-0.319047619047619
28,-0.4019607843137255
29,-0.946078431372549
30,-1.3786407766990292
31,-0.6201923076923077
32,0.9569377990430622
33,-0.8985507246376812
34,-0.21844660194174756
35,-1.2596153846153846
36,0.8666666666666667
37,0.18660287081339713
38,-0.3269230769230769
39,0.6267942583732058
40,-0.47549019607843135
41,-1.1666666666666667
42,-0.12980769230769232
43,-0.5463414634146342
44,-0.9471153846153846
45,-0.3155339805825243
46,1.0728155339805825
47,-1.0523809523809524
48,-0.9615384615384616
49,-1.3127962085308056
50,0.8365384615384616
51,-0.9420289855072463
52,0.8405797101449275
53,-0.9330143540669856
54,-0.26666666666666666
55,-0.41626794258373206
56,0.16346153846153846
57,1.0531400966183575
58,0.8798076923076923
59,-1.2822966507177034
60,1.6602870813397128
61,-0.7684729064039408
62,-0.7666666666666667
63,1.441747572815534
64,-0.40384615384615385
65,-1.2753623188405796
66,-0.2463768115942029
67,-0.9856459330143541
68,-1.0829268292682928
69,0.7246376811594203
70,-1.186602870813397
71,0.6842105263157895
72,-0.21844660194174756
73,-0.35406698564593303
74,-0.15942028985507245
75,0.49523809523809526
76,-0.004830917874396135
77,-1.1586538461538463
78,-0.3701923076923077
79,0.18095238095238095
80,-0.7729468599033816
81,-1.2740384615384615
82,-0.35096153846153844
83,-0.038461538461538464
84,-0.9808612440191388
85,0.178743961352657
86,1.6571428571428573
87,-0.9420289855072463
88,0.8407960199004975
89,-0.5942028985507246
90,1.1298076923076923
91,-0.07655502392344497
92,-0.855072463768116
93,0.20095693779904306
94,-0.08653846153846154
95,-0.780952380952381
96,-0.6439024390243903
97,0.49038461538461536
98,1.6990291262135921
99,-0.6952380952380952
100,0.1642512077294686
101,1.0334928229665072
102,-1.203883495145631
103,0.7733990147783252
104,0.11219512195121951
105,-0.45098039215686275
106,0.39903846153846156
107,-0.04326923076923077
108,-1.2095238095238094
109,0.7342995169082126
110,-1.3461538461538463
111,-1.0096153846153846
112,-0.37799043062200954
113,-0.13592233009708737
114,-0.4292682926829268
115,0.16990291262135923
116,-0.46153846153846156
117,0.7067307692307693
118,0.8857142857142857
119,-0.07142857142857142
120,0.07766990291262135
121,-0.2548076923076923
122,0.7523809523809524
123,0.5194174757281553
124,-0.5913461538461539
125,0.0673076923076923
126,-0.7414634146341463
127,0.4292682926829268
128,-1.2815533980582525
129,1.21256038647343
130,-0.7729468599033816
131,-0.9665071770334929
132,-0.14705882352941177
133,0.3446601941747573
134,-0.7073170731707317
135,-0.34615384615384615
136,-0.7004830917874396
137,-0.6904761904761905
138,0.8076923076923077
139,1.0384615384615385
140,0.06796116504854369
141,0.6086956521739131
142,0.24757281553398058
143,-0.8
144,-1.1359223300970873
145,-0.42995169082125606
146,-1.1770334928229664
147,-0.9854368932038835
148,0.3448275862068966
149,0.27053140096618356
150,-0.47572815533980584
151,-0.3894230769230769
152,1.1352657004830917
153,-1.0721153846153846
154,-0.40865384615384615
155,0.20574162679425836
156,-1.2679425837320575
157,-1.3091787439613527
158,0.1111111111111111
159,1.4190476190476191
160,-0.6195121951219512
161,-0.5502392344497608
162,-0.3188405797101449
163,-0.17391304347826086
164,-1.2057416267942584
165,-1.3285714285714285
166,-0.7038834951456311
167,0.47342995169082125
168,-1.285024154589372
169,-1.2892156862745099
170,0.8472906403940886
171,0.057971014492753624
172,-0.9902912621359223
173,-0.20673076923076922
174,-0.7219512195121951
175,-1.173913043478261
176,-0.1778846153846154
177,0.6220095693779905
178,-1.0574162679425838
179,-0.22488038277511962
180,-0.4375
181,-0.6507177033492823
182,-1.124401913875598
183,-0.9223300970873787
184,-1.3269230769230769
185,1.1105769230769231
186,-0.23809523809523808
187,-0.9712918660287081
188,1.3413461538461537
189,-0.8164251207729468
190,-0.6220095693779905
191,-0.6502463054187192
192,-0.3173076923076923
193,-1.0631067961165048
194,0.39408866995073893
195,-0.30097087378640774
196,0.27884615384615385
197,-1.2222222222222223
198,-0.47804878048780486
199,-0.6617647058823529
200,1.1219512195121952
201,0.10047846889952153
202,-0.1971153846153846
203,0.38349514563106796
204,0.14423076923076922
205,-0.7902439024390244
206,-0.4519230769230769
207,0.08695652173913043
208,-0.1407766990291262
209,0.782608695652174
210,1.6571428571428573
211,-0.5219512195121951
212,1.1019417475728155
213,1.430622009569378
214,0.44976076555023925
215,0.17703349282296652
216,0.9760765550239234
217,-0.9033816425120773
218,-0.4807692307692308
219,-0.05365853658536585
220,-0.7259615384615384
221,1.5365853658536586
222,0.9271844660194175
223,0.019138755980861243
224,-0.8660287081339713
225,1.3592233009708738
226,-0.6507177033492823
227,-0.5817307692307693
228,-0.4975845410628019
229,1.0478468899521531
230,0.8990384615384616
231,0.9607843137254902
232,-1.0480769230769231
233,-1.1578947368421053
234,0.8164251207729468
235,0.7355769230769231
236,-0.7571428571428571
237,0.6813725490196079
238,1.3173076923076923
239,-0.8543689320388349
240,-0.6394230769230769
241,0.4368932038834951
242,-0.6618357487922706
243,-0.5463414634146342
244,-0.4019138755980861
245,-1.0956937799043063
246,1.2559241706161137
247,0.6555023923444976
248,0.24271844660194175
249,-0.23786407766990292
250,0.40865384615384615
251,-1.0
252,1.6778846153846154
253,-0.7655502392344498
254,-0.5571428571428572
255,-0.8373205741626795
256,-1.0
257,-0.9569377990430622
258,-1.1553398058252426
259,0.1346153846153846
260,-0.17475728155339806
261,1.7707317073170732
262,1.0682926829268293
263,1.2135922330097086
264,0.970873786407767
265,1.1414634146341462
266,1.0975609756097562
267,0.4258373205741627
268,-0.4411764705882353
269,0.2222222222222222
270,0.057692307692307696
271,-0.6666666666666666
272,0.7378640776699029
273,0.06435643564356436
274,-0.6536585365853659
275,-0.4975609756097561
276,-0.014705882352941176
277,-1.174757281553398
278,-0.4807692307692308
279,0.1339712918660287
280,-0.4784688995215311
281,1.0970873786407767
282,1.8221153846153846
283,0.463768115942029
284,0.5865384615384616
285,-0.7259615384615384
286,-0.31100478468899523
287,0.004739336492890996
288,-0.009478672985781991
289,-0.22330097087378642
290,0.5588235294117647
291,1.2657004830917875
292,-0.9611650485436893
293,1.3444976076555024
294,1.1578947368421053
295,-1.3413461538461537
296,0.7536231884057971
297,-0.8904761904761904
298,-0.019138755980861243
299,-0.32019704433497537
300,1.0341463414634147
301,-0.004784688995215311
302,-0.5748792270531401
303,-0.8260869565217391
