,recon
0,-0.7129186602870813
1,0.6889952153110048
2,-0.9760765550239234
3,-1.4567307692307692
4,-0.883495145631068
5,-0.551219512195122
6,0.8357487922705314
7,0.28640776699029125
8,-0.319047619047619
9,-0.2318840579710145
10,-0.36666666666666664
11,0.47596153846153844
12,-0.8985507246376812
13,0.6124401913875598
14,-0.5048543689320388
15,-0.4375
16,0.06698564593301436
17,-1.645933014354067
18,-0.8798076923076923
19,-0.7703349282296651
20,-1.4567307692307692
21,-0.9516908212560387
22,-0.7607655502392344
23,-1.4320388349514563
24,-0.6990291262135923
25,-1.5436893203883495
26,-0.9082125603864735
27,-0.5714285714285714
28,-0.06796116504854369
29,-1.3413461538461537
30,-1.5358851674641147
31,-1.1298076923076923
32,0.11057692307692307
33,-0.6116504854368932
34,0.1875
35,-0.5882352941176471
36,-0.5631067961165048
37,-1.497560975609756
38,-0.2583732057416268
39,-0.6926829268292682
40,-0.44660194174757284
41,0.0
42,-1.4714285714285715
43,-0.5700483091787439
44,-1.4320388349514563
45,-1.3157894736842106
46,-0.7952380952380952
47,0.8076923076923077
48,-1.2705314009661837
49,-1.2794117647058822
50,-0.5576923076923077
51,-1.3412322274881516
52,-1.5588235294117647
53,-0.645933014354067
54,-0.6778846153846154
55,-1.2303921568627452
56,-0.1932367149758454
57,-0.821256038647343
58,-0.8019323671497585
59,-1.561904761904762
60,-0.2403846153846154
61,-0.7087378640776699
62,-0.6521739130434783
63,-0.10628019323671498
64,-0.824390243902439
65,-1.2788461538461537
66,-0.47804878048780486
67,-1.4423076923076923
68,-0.05263157894736842
69,-0.5167464114832536
70,-0.9757281553398058
71,-0.038461538461538464
72,-1.4757281553398058
73,-1.058252427184466
74,-1.076555023923445
75,-0.28708133971291866
76,-0.7971014492753623
77,-1.457142857142857
78,0.5
79,0.7219512195121951
80,0.07211538461538461
81,-1.3492822966507176
82,-1.080568720379147
83,-1.6439024390243901
84,-0.7942583732057417
85,-1.569377990430622
86,0.3557692307692308
87,0.13170731707317074
88,1.0
89,-0.33663366336633666
90,0.5023923444976076
91,0.6213592233009708
92,0.7439613526570048
93,0.5436893203883495
94,-0.6390243902439025
95,0.6586538461538461
96,0.47572815533980584
97,-0.5502392344497608
98,0.38571428571428573
99,-0.42995169082125606
100,-0.7246376811594203
101,0.7696078431372549
102,0.7464114832535885
103,0.5598086124401914
104,1.3043478260869565
105,1.1853658536585365
106,0.5414634146341464
107,-0.4784688995215311
108,-0.33653846153846156
109,-0.09852216748768473
110,1.196078431372549
111,0.38461538461538464
112,0.5096153846153846
113,-0.5073170731707317
114,-0.8620689655172413
115,0.06372549019607843
116,1.2077294685990339
117,-0.18357487922705315
118,0.46078431372549017
119,0.1073170731707317
120,0.2966507177033493
121,-0.052884615384615384
122,0.35436893203883496
123,0.5167464114832536
124,0.16267942583732056
125,0.722488038277512
126,0.0
127,-0.9658536585365853
128,0.3640776699029126
129,0.6105769230769231
130,0.23076923076923078
131,-0.10679611650485436
132,-0.13526570048309178
133,0.6038647342995169
134,-0.5098039215686274
135,1.1004784688995215
136,-0.7368421052631579
137,0.17142857142857143
138,-0.5454545454545454
139,0.1024390243902439
140,0.6923076923076923
141,0.8647342995169082
142,0.6778846153846154
143,-0.7268292682926829
144,-0.27403846153846156
145,0.3446601941747573
146,1.1650485436893203
147,0.2621359223300971
148,0.49523809523809526
149,1.178743961352657
150,0.8975609756097561
151,-1.038647342995169
152,0.3333333333333333
153,0.7819905213270142
154,0.3526570048309179
155,1.1014492753623188
156,0.7596153846153846
157,0.3786407766990291
158,1.3779904306220097
159,-0.7836538461538461
160,1.444976076555024
161,0.7192118226600985
162,0.6601941747572816
163,0.7952380952380952
164,-0.8118811881188119
165,0.3088235294117647
166,-0.00966183574879227
167,0.9951690821256038
168,1.0097087378640777
169,0.42105263157894735
170,-0.5673076923076923
171,0.5781990521327014
