,recon
0,0.2222222222222222
1,0.1485148514851485
2,0.3137254901960784
3,-0.5789473684210527
4,-0.7799043062200957
5,0.6359223300970874
6,-1.0975609756097562
7,-1.0
8,0.5463414634146342
9,1.2608695652173914
10,0.2660098522167488
11,0.15270935960591134
12,0.15196078431372548
13,-0.2146341463414634
14,0.8840579710144928
15,-1.0436893203883495
16,-0.6908212560386473
17,0.48292682926829267
18,0.9707317073170731
19,-0.36097560975609755
20,1.2392344497607655
21,0.6585365853658537
22,0.9068627450980392
23,0.746268656716418
24,-0.42028985507246375
25,-0.6146341463414634
26,0.3333333333333333
27,-0.21844660194174756
28,-0.23529411764705882
29,-0.8592233009708737
30,-1.2184466019417475
31,-0.5817307692307693
32,0.9806763285024155
33,-0.941747572815534
34,-0.043478260869565216
35,-1.1853658536585365
36,0.9261083743842364
37,0.17475728155339806
38,-0.3076923076923077
39,0.7303921568627451
40,-0.2731707317073171
41,-1.200956937799043
42,-0.16666666666666666
43,-0.7961165048543689
44,-0.8613861386138614
45,-0.5658536585365853
46,1.0631067961165048
47,-1.0776699029126213
48,-0.9473684210526315
49,-1.1778846153846154
50,1.1470588235294117
51,-0.927536231884058
52,0.7609756097560976
53,-0.9710144927536232
54,-0.18536585365853658
55,-0.4433497536945813
56,0.05853658536585366
57,1.1884057971014492
58,0.9320388349514563
59,-1.25
60,1.6195121951219513
61,-0.6634615384615384
62,-0.7067307692307693
63,1.4411764705882353
64,-0.3737864077669903
65,-1.3235294117647058
66,-0.33495145631067963
67,-0.7487684729064039
68,-1.087378640776699
69,0.8019323671497585
70,-1.2107843137254901
71,0.7635467980295566
72,-0.24271844660194175
73,-0.2524752475247525
74,-0.26
75,0.35609756097560974
76,-0.13170731707317074
77,-1.1219512195121952
78,-0.5219512195121951
79,0.07211538461538461
80,-0.9227053140096618
81,-1.3365384615384615
82,-0.47783251231527096
83,-0.03414634146341464
84,-1.1201923076923077
85,0.24401913875598086
86,1.5853658536585367
87,-0.7192118226600985
88,0.8509615384615384
89,-0.6844660194174758
90,1.2355769230769231
91,-0.21182266009852216
92,-0.970873786407767
93,0.15048543689320387
94,-0.19138755980861244
95,-0.8695652173913043
96,-0.39901477832512317
97,0.5507246376811594
98,1.6328502415458936
99,-0.6536585365853659
100,0.3125
101,1.0195121951219512
102,-1.0952380952380953
103,0.751219512195122
104,0.25
105,-0.3640776699029126
106,0.551219512195122
107,-0.1073170731707317
108,-1.053658536585366
109,0.8325358851674641
110,-1.2048780487804878
111,-1.1576354679802956
112,-0.40594059405940597
113,-0.1111111111111111
114,-0.5609756097560976
115,0.2926829268292683
116,-0.529126213592233
117,0.6285714285714286
118,1.0294117647058822
119,0.1553398058252427
120,0.04854368932038835
121,-0.4368932038834951
122,0.7707317073170732
123,0.39215686274509803
124,-0.7129186602870813
125,0.15763546798029557
126,-0.7961165048543689
127,0.463768115942029
128,-1.1116504854368932
129,0.9852941176470589
130,-0.9707317073170731
131,-1.1970443349753694
132,0.004878048780487805
133,0.3842364532019704
134,-0.6844660194174758
135,-0.2980769230769231
136,-0.7718446601941747
137,-0.6915422885572139
138,0.8840579710144928
139,0.8380952380952381
140,0.21782178217821782
141,0.6926829268292682
142,0.49038461538461536
143,-0.9227053140096618
144,-1.1170731707317074
145,-0.5490196078431373
146,-1.1601941747572815
147,-1.1343283582089552
148,0.2634146341463415
149,0.22115384615384615
150,-0.5196078431372549
151,-0.47115384615384615
152,1.1363636363636365
153,-1.2115384615384615
154,-0.24878048780487805
155,0.04807692307692308
156,-1.255
157,-1.1414634146341462
158,0.08823529411764706
159,1.4215686274509804
160,-0.5463414634146342
161,-0.3140096618357488
162,-0.15942028985507245
163,-0.06796116504854369
164,-1.2657004830917875
165,-1.2536585365853659
166,-0.5270935960591133
167,0.40865384615384615
168,-1.2766990291262137
169,-1.3058252427184467
170,0.8502415458937198
171,0.033816425120772944
172,-0.7740384615384616
173,-0.15841584158415842
174,-0.6926829268292682
175,-1.1116504854368932
176,-0.2549019607843137
177,0.42028985507246375
178,-1.0242718446601942
179,-0.30198019801980197
180,-0.47342995169082125
181,-0.3088235294117647
182,-1.1483253588516746
183,-0.7192118226600985
184,-1.1625615763546797
185,0.8173076923076923
186,-0.33816425120772947
187,-1.0591133004926108
188,1.0865384615384615
189,-0.7401960784313726
190,-0.3588516746411483
191,-0.5169082125603864
192,-0.2975609756097561
193,-1.1560975609756097
194,0.3804878048780488
195,-0.4129353233830846
196,0.22330097087378642
197,-1.1699029126213591
198,-0.4258373205741627
199,-0.46153846153846156
200,0.8846153846153846
201,0.05263157894736842
202,-0.35121951219512193
203,0.47596153846153844
204,0.1568627450980392
205,-0.7673267326732673
206,-0.5098039215686274
207,0.019417475728155338
208,-0.15311004784688995
209,0.6908212560386473
210,1.6142857142857143
211,-0.43414634146341463
212,1.1732673267326732
213,1.2985781990521328
214,0.6407766990291263
215,0.16097560975609757
216,0.9121951219512195
217,-1.0935960591133005
218,-0.4039408866995074
219,-0.009852216748768473
220,-0.8088235294117647
221,1.6428571428571428
222,1.0436893203883495
223,-0.08133971291866028
224,-0.8454106280193237
225,1.2634146341463415
226,-0.6213592233009708
227,-0.4423076923076923
228,-0.4077669902912621
229,0.8823529411764706
230,0.526829268292683
231,0.9468599033816425
232,-0.9326923076923077
233,-0.9802955665024631
234,0.8208955223880597
235,0.7990430622009569
236,-0.8578431372549019
237,0.5784313725490197
238,1.4784688995215312
239,-0.7722772277227723
240,-0.5215311004784688
241,0.36097560975609755
242,-0.7044334975369458
243,-0.28846153846153844
244,-0.5913461538461539
245,-1.167464114832536
246,1.0594059405940595
247,0.6731707317073171
248,0.3155339805825243
249,-0.47783251231527096
250,0.21739130434782608
251,-1.2266009852216748
252,1.7596153846153846
253,-0.7941176470588235
254,-0.32019704433497537
255,-0.751219512195122
256,-1.0096618357487923
257,-1.0594059405940595
258,-1.1057692307692308
259,0.2097560975609756
260,-0.30288461538461536
261,1.6407766990291262
262,1.3076923076923077
263,1.3137254901960784
264,0.875
265,0.893719806763285
266,1.1100478468899522
267,0.11650485436893204
268,-0.4354066985645933
269,0.16748768472906403
270,-0.13043478260869565
271,-0.6844660194174758
272,0.7777777777777778
273,0.0
274,-0.5741626794258373
275,-0.5441176470588235
276,-0.038461538461538464
277,-1.105263157894737
278,-0.6878048780487804
279,0.2318840579710145
280,-0.3382352941176471
281,0.9663461538461539
282,1.616504854368932
283,0.4634146341463415
284,0.6089108910891089
285,-0.572139303482587
286,-0.3058252427184466
287,-0.15942028985507245
288,-0.21182266009852216
289,-0.12254901960784313
290,0.6057692307692307
291,1.2450980392156863
292,-1.0096153846153846
293,1.233009708737864
294,1.1952380952380952
295,-1.3712871287128714
296,0.7058823529411765
297,-0.912621359223301
298,-0.07281553398058252
299,-0.14146341463414633
300,0.7621359223300971
301,-0.024154589371980676
302,-0.7038834951456311
303,-0.7942583732057417
